TCP,EEBO,VID,STC,Status,Author,Name 1,Name 2,Gender (manual),Name 3,Date,Title,Terms,Pages
N25710,,,Evans 34153,Free,"Morton, Thomas, 1764-1838.; Fitzgerald, T. W.; Andrews, Miles Peter, d. 1814.; Old American Company.",Morton, Thomas,male," 1764-1838.; Fitzgerald, T. W.; Andrews, Miles Peter, d. 1814.; Old American Company.",1798,"A cure for the heart-ache. A comedy, in five acts. : As performed at the Theatre-Royal, Covent-Garden, and by the Old American Company, New-York, with universal applause. / By Thomas Morton, Esq. Author of Columbus, Zorinski, Way to get married, and Children in the wood.",Plays -- 1798.; Prospectuses.,64
N25714,,,Evans 34158,Free,"Munford, Robert, d. 1784.; Munford, William, 1775-1825, ed.",Munford, Robert,male," d. 1784.; Munford, William, 1775-1825, ed.",1798,"A collection of plays and poems, by the late Col. Robert Munford, of Mecklenburg county, in the state of Virginia. ; Now first published together.",Plays -- 1798.; Poems -- 1798.,184
N25716,,,Evans 34160,Free,"Murdock, John, 1748-1834.",Murdock, John,male, 1748-1834.,1798,"The politicians; or, A state of things. A dramatic piece. / Written by an American, and a citizen of Philadelphia.","Great Britain. -- Treaties, etc. -- United States, 1794 Nov. 19.; United States -- Foreign relations -- 1789-1797 -- Drama.; United States -- Politics and government -- 1789-1797 -- Drama.; Poems -- 1798.",38
N25718,,,Evans 34162,Free,"Murray, Judith Sargent, 1751-1820.; Adams, John, 1735-1826, dedicatee.",Murray, Judith Sargent, Judith Sargent," 1751-1820.; Adams, John, 1735-1826, dedicatee.",1798,The gleaner. A miscellaneous production. In three volumes. / By Constantia. ; [Four lines of verse] ; Vol. I[-III]. ; Published according to act of Congress.,Theater -- Massachusetts -- Boston.; Plays -- 1798.; Subscribers' lists.,995
N25720,,,Evans 34167,Free,,,,,,1798,Nautical songster or Seamans companion. To encrease [sic] the joys of Saturday night: a collection of the newest and most approved songs interspersed with many originals.,Sailors -- Songs and music.; Songsters.,66
N25758,,,Evans 34220,Free,"Gouverneur, Isaac.; Kemble, Peter, 1739-1823.; Le Guen, Louis.; New York (State). Court for the Trial of Impeachments and Correction of Errors.",Gouverneur, Isaac.; Kemble, Isaac.; Kemble," Peter, 1739-1823.; Le Guen, Louis.; New York (State). Court for the Trial of Impeachments and Correction of Errors.",1798,"Report of the case in the Court of Errors, for the State of New-York, between Isaac Gouverneur and Peter Kemble, plaintiffs in error, and Louis Le Guen, defendant in error.",Trials (Fraud) -- New York (State).; Fraud -- New York (State).,137
N25762,,,Evans 34224,Free,General Society of Mechanics and Tradesmen of the City of New York.,General Society of Mechanics and Tradesmen of the City of New York.,,,,1798,The charter and bye-laws of the General Society of Mechanics and Tradesmen of the City of New-York. Also--the rules of orders with a catalogue of members names. : Published by order of the society.,General Society of Mechanics and Tradesmen of the City of New York.; Mechanics' institutes.; Trade associations -- New York (State) -- New York,24
N25779,,,Evans 34258,Free,"Norton, Elijah.",Norton, Elijah., Elijah.,,1798,"The impossibility of sinners' coming to Christ, without the almighty drawing of God the Father, illustrated and proved in a discourse, preached at Royalton, from John vi. 44. and v. 40. Made public by request of the hearers--with some addition and enlargement. / By Elijah Norton of Woodstock. ; [Two lines of quotation]",Sin.; Salvation.; Sermons -- 1798.,49
N25781,,,Evans 34264,Free,,,,,,1798,"Observations on the influence of the moon on climate, and the animal economy: with a proper method of treating diseases, when under the power of that luminary.",Weather -- Effect of the moon on; Human beings -- Effect of the moon on,25
N25782,,,Evans 34266,Free,"Ogden, David Bayard, 1775-1849.",Ogden, David Bayard, David Bayard, 1775-1849.,1798,"An oration delivered on the Fourth of July, 1798. To a numerous audience, assembled in the Presbyterian Church of Newark, to celebrate the twenty-second anniversary of American independence. / By David B. Ogden, Esquire, appointed by the association of young men of Newark. ; Published by particular request.",Fourth of July orations -- 1798.,12
N25787,,,Evans 34281,Free,"Orr, William, 1766-1797.",Orr, William,male, 1766-1797.,1798,"The trial of William Orr, at Carrickfergus Assizes, for being an United Irishman; with his dying declaration, &c. &c. &c.","Orr, William, 1766-1797.; Executions and executioners -- Ireland.; Criminals -- Ireland.; Trials (Sedition) -- Ireland -- Carrickfergus.; Trials (Treason) -- Ireland -- Carrickfergus.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.",20
N25792,,,Evans 34290,Free,"O'Connor, Arthur, 1763-1852. Address to the free electors of the county of Antrim.",O'Connor, Arthur,male, 1763-1852. Address to the free electors of the county of Antrim.,1798,"Paddy's resource. Being a select collection of original and modern patriotic songs: : compiled for the use of the people of Ireland. : To which is added, Arthur O'Connor's Address.","Political ballads and songs -- Ireland.; National songs, Irish.; Songsters.",47
N25800,,,Evans 34306,Free,"Parish, Elijah, 1762-1825.",Parish, Elijah,male, 1762-1825.,1798,"The excellence of the Gospel visible in the wretchedness of paganism. A discourse delivered December 20, 1797, being the tenth anniversary of his ordination, / by Elijah Parish, A.M. Minister of the congregation in Byfield.",Paganism.; Anniversary sermons -- 1797.; Hymns.,28
N25801,,,Evans 34307,Free,"Bellamy, Thomas, 1745-1800. Fatal effects of seduction.",Bellamy, Thomas,male, 1745-1800. Fatal effects of seduction.,1798,"The History of Capt. Thomas Parismas, containing a particular account of the cruel and barbarous treatment of a young lady, who was the wife of Mr. James Negotio, an English merchant, in the East-Indies. : The history of this innocent and unfortunate lady, is allowed by all those who have perused it, to be one of the most striking accounts that ever appeared in print, and would almost excite tears of blood, (even from the eyes of a Nero,) unless every avenue of compassion was shut up. : To which is added, the remarkable and entertaining story of Alcander and Rosilla.",Chapbooks.,61
N25802,,,Evans 34308,Free,"Parkhurst, Jabez, 1764?-1829.",Parkhurst, Jabez, Jabez, 1764?-1829.,1798,"An oration, delivered on the Fourth of July, 1798, in the Presbyterian Church, at Newark, before a numerous audience, assembled to celebrate the twenty-second anniversary of American independence. / By Capt. Jabez Parkhurst. ; Published at the request of the citizens of the town.","United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.; Fourth of July orations -- 1798.",12
N25803,,,Evans 34311,Free,"Pascalis Ouviere, Felix, 1762-1833.",Pascalis Ouviere, Felix, Felix, 1762-1833.,1798,"An account of the contagious epidemic yellow fever, which prevailed in Philadelphia in the summer and autumn of 1797; comprising the questions of its causes and domestic origin, characters, medical treatment, and preventives. / By Felix Pascalis Ouviere, M.D. Corresponding member of the Medical Society of Connecticut, and resident member of the Philadelphia Academy of Medicine. ; [Four lines in Latin]",Yellow fever -- Pennsylvania -- Philadelphia; Epidemics -- Pennsylvania -- Philadelphia.,188
N25814,,,Evans 34324,Free,Pennsylvania.,Pennsylvania.,,,,1798,A compilation of the health-laws of the state of Pennsylvania.,Philadelphia (Pa.). -- Health Office.; Philadelphia (Pa.). -- Board of Managers of the Marine and City Hospitals.; Public health laws -- Pennsylvania.; Hospitals -- Law and legislation -- Pennsylvania.; Health boards -- Pennsylvania.,55
N25827,,,Evans 34344,Free,"Pettibone, Augustus, 1766-1847.",Pettibone, Augustus, Augustus, 1766-1847.,1798,"An oration, pronounced at Norfolk, on the anniversary of American independence, Fourth of July, 1798. By Augustus Pettibone. ; Published by request.",United States -- History -- 1797-1801.; Fourth of July orations -- 1798.,16
N25833,,,Evans 34352,Free,"Academy of Medicine of Philadelphia.; Mifflin, Thomas, 1744-1800.",Academy of Medicine of Philadelphia.; Mifflin, Thomas,male, 1744-1800.,1798,"Proofs of the origin of the yellow fever, in Philadelphia & Kensington, in the year 1797, from the domestic exhalation; and from the foul air of the snow Navigation, from Marseilles: and from that of the ship Huldah, from Hamburgh, in two letters, addressed to the governor of the Commonwealth of Pennsylvania, / by the Academy of Medicine of Philadelphia.",Yellow fever -- Pennsylvania -- Philadelphia,53
N25836,,,Evans 34355,Free,College of Physicians of Philadelphia.,College of Physicians of Philadelphia.,,,,1798,"Facts and observations relative to the nature and origin of the pestilential fever, which prevailed in this city, in 1793, 1797, and 1798. By the College of Physicians of Philadelphia.",Yellow fever -- Pennsylvania -- Philadelphia.; Epidemics -- Pennsylvania -- Philadelphia.,51
N25837,,,Evans 34356,Free,College of Physicians of Philadelphia.,College of Physicians of Philadelphia.,,,,1798,"Proceedings of the College of Physicians of Philadelphia, relative to the prevention of the introduction and spreading of contagious diseases.","Medicine -- Pennsylvania -- Philadelphia -- Societies, etc.; Communicable diseases -- Prevention.; Yellow fever.; Epidemics -- Pennsylvania -- Philadelphia.",40
N25842,,,Evans 34371,Free,"Phillips, Catharine, 1727-1794.",Phillips, Catharine, Catharine, 1727-1794.,1798,Memoirs of the life of Catherine Phillips: to which are added some of her epistles.,"Phillips, Catharine, 1727-1794.; Quakers -- Biography; Memoirs.",384
N25843,,,Evans 34372,Free,"Phillips, John.",Phillips, John.,male,,1798,"An appeal to matter of fact & common sense, recommended to the serious conideration [sic] of the inhabitants of Charleston, South Carolina, &c. : To which is affixed, a letter to the **** / By John Phillips ... ; [Fourteen lines of quotations]",Slavery -- United States -- Controversial literature -- 1798.; Slavery.,31
N25858,,,Evans 34381,Free,"Pinchard, Elizabeth Sibthorpe.",Pinchard, Elizabeth Sibthorpe., Elizabeth Sibthorpe.,,1798,"Dramatic dialogues, for the use of young persons. By the author of The blind child, &c. ; [Four lines from Zimmerman.",Juvenile literature -- 1798.; Plays -- 1798.; Dialogues.; Booksellers' advertisements -- Massachusetts -- Boston.,331
N25878,,,Evans 34417,Free,,,,,,1798,"The Prince of Brittany: an historical novel. : To which are added, Edward and Matilda, Miranda, ---Chariessa, and Leontine.",,141
N25882,,,Evans 32729; Evans 34421,Free,"Proud, Robert, 1728-1813.; Barralet, John James, ca. 1747-1815, engraver.; Lawson, Alexander, 1773-1846, engraver.; Thackara, James, 1767-1848, engraver.",Proud, Robert,male," 1728-1813.; Barralet, John James, ca. 1747-1815, engraver.; Lawson, Alexander, 1773-1846, engraver.; Thackara, James, 1767-1848, engraver.",1798,"The history of Pennsylvania, in North America, from the original institution and settlement of that province, under the first proprietor and governor William Penn, in 1681, till after the year 1742; : with an introduction, respecting, the life of the late W. Penn, prior to the grant of the province, and the religious society of the people called Quakers; --with the first rise of the neighbouring colonies, more particularly of West-New-Jersey, and the settlement of the Dutch and Swedes on Delaware. : To which is added, a brief description of the said province, and of the general state, in which it flourished, principally between the years 1760 and 1770. : The whole including a variety of things, useful and interesting to be known, respecting that country in early time, &c. : With an appendix. / Written principally between the years 1776 and 1780, by Robert Proud. ; [Four lines of quotations in Latin] ; Volume I[-II].","Penn, William, 1644-1718.; Penn, William, 1644-1718 -- Portraits.; Society of Friends.; Pennsylvania -- History -- Colonial period, ca. 1600-1775.; New Jersey -- History -- Colonial period, ca. 1600-1775.; New Sweden -- History.",525
N25888,,,Evans 34429,Free,"Quincy, Josiah, 1772-1864.",Quincy, Josiah,male, 1772-1864.,1798,"An oration, pronounced, July 4, 1798, at the request of the inhabitants of the town of Boston, in commemoration of the anniversary of American independence. / By Josiah Quincy. ; [Six lines of quotations from J. Quincy, Jr.]",Fourth of July orations -- 1798.,29
N25890,,,Evans 34431,Free,"Quincy, Josiah, 1772-1864.",Quincy, Josiah,male, 1772-1864.,1798,"An oration, pronounced July 4, 1798, at the request of the inhabitants of the town of Boston, in commemoration of the anniversary of American independence. / By Josiah Quincy. ; [Six lines of quotations from J. Quincy, Jun.]",Fourth of July orations -- 1798.,20
N25896,,,Evans 34442,Free,"Rhees, Morgan J. (Morgan John), 1760-1804.; Lawrance, John.",Rhees, Morgan J. (Morgan John), Morgan J. (Morgan John)," 1760-1804.; Lawrance, John.",1798,"Letters on liberty and slavery: in answer to a pamphlet, entitled, ""Negro-slavery defended by the Word of God."" / By Philanthropos.","Lawrance, John.; Slavery -- United States -- Controversial literature -- 1798.",24
N25913,,,Evans 34461,Free,"Rhodes, John, b. 1755.",Rhodes, John,male, b. 1755.,1798,"The surprising adventures and sufferings of John Rhodes, a seaman of Workington. --Containing-- An account of his captivity and cruel treatment during eight years with the Indians, and five years in different prisons amongst the Spaniards in South-America. / By a gentleman perfectly acquainted with the unfortunate sufferer.","Rhodes, John, b. 1755.; Indian captivities -- Central America; Captivity narratives.",249
